id;word;art;mean;art_chosen;art_right;art_wrong;categ
3866;meist = meistens;;mostly (Adv);;0;0;0
3867;missmutig;;unzufrieden, discontented, discontentedly;;0;0;0
3868;lahm;;lame (er ist auf dem linken Bein ~), (Ausrede) = lame excuse);;0;0;0
3869;Theke;die;bar, counter (= Ladentisch);;0;0;0
3870;Kranz;der;wreath (grinalda, coroa de flores);;0;0;0
3871;mickrig;;pathetic;;0;0;0
3872;albern;;stupid, silly;;0;0;0
3873;bescheiden;;modest, modestly;;0;0;0
3874;Kumpel;der;pal (camarada (=  Kamerad);;0;0;0
3875;sortieren;;to sort;;0;0;0
3876;kanne;die;can (Teekanne, kaffeekanne) = pot;;0;0;0
3877;Zeile;die;line (zwischen den Zeilen lesen);;0;0;0
3878;Teig;der;dough (massa);;0;0;0
3879;streuen;;to scatter, to sprinkle (salpicar (sal)), to spread;;0;0;0
3880;Blechdose;die;tin container, tin, can;;0;0;0
3881;Blech;das;metal (sheet);;0;0;0
3882;mittlerweile (Adv);;in the meantime;;0;0;0
3883;Besorgung;die;(~machen = to do some shopping);;0;0;0
3884;Duft;der;smell;;0;0;0
3885;dicht;;thick, dense (Der Schnee wird dichter);;0;0;0
3886;verlegen (verb) x verlegen (adj);;to postpone x embarassed;;0;0;0
3887;Verehrer(in);der;admirer;;0;0;0
3888;Verschwörung;die;conspiracy;;0;0;0
3889;kichern;;to giggle (dar risadinhas);;0;0;0
3890;zögern;;to hesitate (er zögerte lange mit der Antwort);;0;0;0
3891;köstlich;;exquisite (Speise, Wein), delicious;;0;0;0
3892;Bescherung;die;giving out of Christmas presents;;0;0;0
3893;Tal;das;valley (vale);;0;0;0
3894;eisig;;frostly, icily (eisig lächeln = to give a frosty smile);;0;0;0
3895;himmlisch;;heavenly, wonderfully;;0;0;0
3896;fähig;;capable (~sein, etwas zu tun);;0;0;0
3897;entgegen (Prep);;contrary to (präp +DAT) (~ allen Erwartungen = contrary to all expectations);;0;0;0
3898;Beute;die;bag (= Jagdtbeute), prey/presa (von Raubtieren);;0;0;0
3899;rauben;;to steal (jdm etwas rauben);;0;0;0
3900;Beitrag;der;contribution, premium, fee, dues;;0;0;0
3901;bücken;;to bend (down) (sich nach etwas ~ = to bend down to pick sth up);;0;0;0
3902;Gleichgewicht;das;balance, equilibrium (das ~ verlieren und fallen...);;0;0;0
3903;Notaufnahme ;die;emergency room;;0;0;0
3904;Angehörige(r);der;member (= Mitglied), relative (= Familienangehörige);;0;0;0
3905;hundemüde (Adv, Adj);;dog-tired = cansado para cachorro);;0;0;0
3906;Wir kümmern uns um sie;;Nós cuidamos dela;;0;0;0
3907;recherchieren;;to investigate;;0;0;0
3908;eine Freundin von mir;;uma amiga minha;;0;0;0
3909;umfassen;;to embrace, to cover (Unsere Pflegehilfe umfasst....);;0;0;0
3910;Bereich;der;area, sector;;0;0;0
3911;unterscheiden;;to distinguish, to differentiate;;0;0;0
3912;Unterschied;der;difference;;0;0;0
3913;Nach eineinhalb Stunden;;depois 1,5 h;;0;0;0
3914;Bezug;der;cover (für Kissen), pillowcase;;0;0;0
3915;beziehen;;to put a cover on (Kissen) (die Betten frisch beziehen = to change the bed);;0;0;0
3916;Proviant;der;provisions (Reiseproviant = food for the journey);;0;0;0
3917;Keks;der;cookie, biscuit;;0;0;0
3918;umarmen;;to embrace, to hug;;0;0;0
3919;beinah (beinahe) Adv;;almost;;0;0;0
3920;quatscht und quatscht;;(viel und lange) reden, plaudern;;0;0;0
3921;Rita ist wirklich einmalig;;unique;;0;0;0
3922;aufspieBen;;to skewer (mit SpieB), to prong (mit Gabel), espetar, garfar;;0;0;0
3923;satt;;full (Ich bin auch satt = Eu estou cheio = Eu já tive o suficiente;;0;0;0
3924;verwöhnen;;to spoil (pessoa) (VR = to spoil oneself);;0;0;0
3925;Wirbelwind;der;whirlwind;;0;0;0
3926;abheben;;to lift, to raise, to take off, to pick up (telefone), to withdraw (money);;0;0;0
3927;Ich hebe das Geld ab;;Eu tiro dinheiro do Banco/Caixa;;0;0;0
3928;naschen;;to eat sweet things, to nibble;;0;0;0
3929;Ober;der;waiter (= Kellner) (Herr Ober!  = Waiter!);;0;0;0
3930;schiefgehen;;to go wrong;;0;0;0
3931;schief;;not straight, distorted;;0;0;0
3932;downloaden;;etwas aus dem Internet herunterladen;;0;0;0
3933;Gemeinheit;die;nastiness, dirty trick (= Tat) (~!);;0;0;0
3934;fündig;;(~ werden = to strike it lucky)  = tirar a sorte grande;;0;0;0
3935;Betrag;der;amount;;0;0;0
3936;Verdacht;der;suspicion (~ schöpfen = to become suspicious;;0;0;0
3937;Am anderen Ende der Leitung..... (telefone);;no outro lado da linha;;0;0;0
3938;Begleiter(in);der;companion, escort, accompanist (MUS);;0;0;0
3939;grinsen;;to grin = sorriso largo (arreganhando os dentes);;0;0;0
3940;knacken;;to crack, to break into (code, Auto, Nüsse...);;0;0;0
3941;tippen;;to type;;0;0;0
3942;Umarmung;die;embrace, hug;;0;0;0
3943;Miene;die;expression (facial) (eine finstere Miene machen = to look grim);;0;0;0
3944;verfinstern;;to darken, to eclipse (Sonne, Mond);;0;0;0
3945;Einziger(-e);der;the only one;;0;0;0
3946;einzig;;only, unique (ich sehe nur eine einzige Möglichkeit) (die einzig mögliche Lösung);;0;0;0
3947;einzige Zeit;die;o único tempo/horário;;0;0;0
3948;Anführungsstrich = das Anführungszeichen;der;"quotation mark, inverted comma (""   "")";;0;0;0
3949;GänsefüBchen;die;"inverted commas, quotation marks (""  "")";;0;0;0
3950;Vortag;der;day before, eve (am Vortag der Konferenz);;0;0;0
3951;in Brand stecken;;colocar fogo;;0;0;0
3952;gewiss (+ GEN);;certain, certainly (ich bin dessen gewiss = I´am certain of it);;0;0;0
3953;Gewissen;das;conscience (ein schlechtes Gewissen - a guilty conscience);;0;0;0
3954;Güter;die;goods (bens);;0;0;0
3955;Gut;das;property, possession, item;;0;0;0
3956;Hab;das;Hab und Gut = possessions, goods;;0;0;0
3957;Es ist mir peinlich x Ich bin verlegen;;A situação é embarrassing x Eu estou embarrassed;;0;0;0
3958;Ich bin in Eile;;I am in a hurry;;0;0;0
3959;Ich habe im Zug gesessen;;Eu estava sentado no trem;;0;0;0
3960;Er ist von einem Geist besessen;;Ele estava possuído por um fantasma;;0;0;0
3961;Er arbeitet wie besessen;;Ele trabalhava como se estivesse possuído = trabalho muito!;;0;0;0
3962;etwas furchtbar Peinliches;;sth terribly embarassing;;0;0;0
3963;sonnen;; to sun oneself (tomar sol = Ich sonne mich;;0;0;0
3964;Es geht um... ;;se trata de... (es geht um Leben und Tod);;0;0;0
3965;absteigen;;to get off (von etwas) (Dort steigt sie vom Rad ab);;0;0;0
3966;aufnehmen;;to borrow capital (empréstimo), to record (Film);;0;0;0
3967;aufgeben;;to give up (Stelle, Job), toplace (Anzeige), to mail;;0;0;0
3968;zu zweit;;in twos (= in Paaren) (wir gehen ~ spazieren = the 2 of us went for a walk);;0;0;0
3969;aus Versehen;;by mistake (chuta alguém by mistake = sem intenção);;0;0;0
3970;ohne Absicht;;without intention/purpose/intent;;0;0;0
3971;Einschreiben;das;letter/parcel order package (per ~ schicken), precisa assinar quanto receber;;0;0;0
3972;nebenan (adv);;next door (vizinho);;0;0;0
3973;miteinander telefonieren;;to phone with sb else;;0;0;0
3974;miteinander diskutieren;;to discuss with sb else;;0;0;0
3975;aufeinander warten;;to wait for sb else;;0;0;0
3976;füreinander da sein;;to be there for sb else;;0;0;0
3977;miteinander lachen;;to laugh with sb else;;0;0;0
3978;sich umeinander kümmern;;to take care of each other;;0;0;0
3979;Einleitung;die;introduction, initiation;;0;0;0
3980;unterhalten;;to entertain (VR = to talk, to chat (sich mit jdm über etwas ~);;0;0;0
3981;wendig;;agile (Auto = maneuverable);;0;0;0
3982;auswendig (adv);;by heart (etwas auswendig können/lernen);;0;0;0
3983;Austauschstudent(in);der;excahnge student;;0;0;0
3984;mündlich;;verbal, oral, orally;;0;0;0
3985;An zweiter und dritter Stelle...;;em segundo e terceiro lugar;;0;0;0
3986;sich um etwas handeln;;"hier handelt es sich um ""falsche Freunde"", to be about something";;0;0;0
3987;verwechseln;;to mix up (jdn/mit jdm) verwechseln = to confuse sb with sb;;0;0;0
3988;Verwechslung;die;confusion;;0;0;0
3989;scherzen;;to joke, to jest;;0;0;0
3990;Irrtum;der;mistake (im ~ sein = to be wrong);;0;0;0
3991;wirr;;confused, crazy;;0;0;0
3992;Telefonat;das;telephone call;;0;0;0
3993;Bedarf;der;need (an + DAT), (~ haben = to need sth);;0;0;0
3994;anhaben;;to have on, to wear (eine Jacke anhaben);;0;0;0
3995;vorkommen;;geschehen, passieren, to happen, to occur;;0;0;0
3996;Nachschlag;der;second helping (umg);;0;0;0
3997;vorschlagen x nachschlagen;;to suggest x to look up (Wort, Zitat), to look (in Lexikon);;0;0;0
3998;ausgehen;;to go out, (mir ging das Geld aus = to run out of money, gut/schlecht ~ = to turn out well/badly);;0;0;0
3999;Überschrift x die Unterschrift;die;heading, headline x signature (seine ~ unter etwas setzen = to sign sth);;0;0;0
4000;Abschrift x die Anschrift;die;copy x address;;0;0;0
4001;Ohne es zu wollen, habe ich ihm auf den FuB getreten;;sem querer eu chutei o pé dele;;0;0;0
4002;warnen;;to warn (vor + DAT);;0;0;0
4003;Auf Ihr Wohl!;;A sua saúde! (Salut!);;0;0;0
4004;Referat;das;seminar (UNI);;0;0;0
4005;regen;;to stir, to move (er kann sich kaum regen = he is hardly able to move);;0;0;0
4006;aufklaren;;to brighten up (wetter), to clear (Himmel, doubt);;0;0;0
4007;Verhaltensweise;die;behaviour, behavior;;0;0;0
4008;bleich (adj);;pale;;0;0;0
4009;anfangs (adv);;at first, initially;;0;0;0
4010;Untertitel;der;subtitle, (für Bild) caption;;0;0;0
4011;Er hätte fragen sollen...;;He should have asked;;0;0;0
4012;Er ist groB;;Ele é alto;;0;0;0
4013;Er ist 1,80 groB x Der Schrank ist 1,80 hoch;;groB = alto (pessoa) x hoch = alto (objeto);;0;0;0
4014;jdn um Hilfe bitten;;Akk, um + AKK bitten;;0;0;0
4015;verwunden x verwundern;;to wound x to astonish, to amaze;;0;0;0
4016;Sperre;die;barrier, roadblock(Polizeisperre) (StraBensperre);;0;0;0
4017;Demonstration;die;reinvidicação, protesto;;0;0;0
4018;Kundgebung;die;rally (POL), protest;;0;0;0
4019;mimen;;er mimt den Kranken = he is pretending to be sick;;0;0;0
4020;Pantomime;die;mímica, mime;;0;0;0
4021;Event = die Veranstaltung;der;event, organization;;0;0;0
4022;in der Mitte von Nirgendwo;;in the middle of nowhere;;0;0;0
4023;einheimisch;;native (Mensch, Tier, Pflanze);;0;0;0
4024;Einheimischer;der;local, native;;0;0;0
4025;Ureinwohner;der;native, Aborigine;;0;0;0
4026;Kittel;der;(white) coat (von Arzt), jaléco;;0;0;0
4027;Neugier;die;curiosity (auf + AKK);;0;0;0
4028;Rundgang;der;walk (= spaziergang), tour (= zur Besichtigung);;0;0;0
4029;Umleitung;die;diversion, detour, desvio;;0;0;0
4030;zukommen;;(auf jdn/etwas zukommen = to come towards oder up to sb/sth);;0;0;0
4031;Mich würde auch interessieren, wie Sie es gelernt haben;;Também me interessaria (saber), ....;;0;0;0
4032;Ich wüsste gerne, mit welchem Buch Sie gelernt haben;;Eu gostaria de saber, com qual....;;0;0;0
4033;Es interessiert mich, wofür Sie Deutsch brauchen;;Isto me interessa, para que você...;;0;0;0
4034;Hauptgrund;der;main oder principal reason;;0;0;0
4035;Zufriedenheit;die;satisfaction;;0;0;0
4036;sich auf jdn/etwas beziehen;;to refer to sb/sth (Die Statistik bezieht sich auf Sprachen in Europa;;0;0;0
4037;bewerben;;to apply (um = for), (sich bei einer Firma ~);;0;0;0
4038;Vorstellungsgespräch;das;job interview;;0;0;0
4039;Schwarzes Brett;;bulletin board (mural de recados/notícias);;0;0;0
4040;StraBenrand;der;roadside;;0;0;0
4041;freizügig;;liberal, permissive (Brazil ist ~);;0;0;0
4042;Schicksal;das;fate (das ist ~ = that is life) (jdn seinem ~ überlassen = to abandon sb to his fate);;0;0;0
4043;Schicksalsschlag;der;great missfortune;;0;0;0
4044;trauern;;to mourn (um jdn) (lamentar por alguém = funeral);;0;0;0
4045;beerdigen;;to bury (enterrar);;0;0;0
4046;Qual;die;agony;;0;0;0
4047;qualvoll;;painful, agonizing;;0;0;0
4048;Schwuler;der;gay;;0;0;0
4049;schwul (adj);;gay;;0;0;0
4050;pinkeln;;to pee;;0;0;0
4051;verdammen;;to damn (amaldiçoar);;0;0;0
4052;verdammt;;damned (~! = Maldição!);;0;0;0
4053;spuren x spüren;;to obey x to feel, to trace;;0;0;0
4054;spurlos;;without trace;;0;0;0
4055;freiwillig;;voluntary, optional;;0;0;0
4056;Freiwilliger;der;volunteer;;0;0;0
4057;beseitigen;;to remove, to eliminate (Fehler), to get rid of;;0;0;0
4058;beharrlich;;insistent (= hartnäckig), persisten (= ausdauernd);;0;0;0
4059;beharren;;to insist (auf + DAT = on), to persist (bei = in);;0;0;0
4060;Beharrlichkeit;die;insistence (= Hartnäckigkeit), persistence (= Ausdauer);;0;0;0
4061;der/die/das Letztere;;the latter;;0;0;0
4062;dennoch (adv);;nevertheless;;0;0;0
4063;langen Rede kurzer Sinn;der;to cut a long story short;;0;0;0
4064;nachfüllen;;to refill (leeres Glas...);;0;0;0
4065;Blütenblatt;das;petal (pétala);;0;0;0
4066;Blütenstaub;der;pollen;;0;0;0
4067;Du hast einen Clown geschluckt/gefrühstückt!;;vc dormiu com o Bozo!;;0;0;0
4068;Du hast einen Vögel!;;vc é louco!;;0;0;0
4069;lebenslänglich;;for life (Rente, Strafe);;0;0;0
4070;haften;;(für jdn haften = to be legally responsible for) (für etwas ~= to be legally liable for sth), to stick (an +DAT);;0;0;0
4071;Baracke;die;shack (barraca);;0;0;0
4072;Wettbewerber(in);der;competitor;;0;0;0
4073;Verdächtiger;der;suspect;;0;0;0
4074;rein;;pure, sheer, plain, clear (Gewissen), clean (Haut), herein = in (Herein! = come in!), hinein = in (da ~ = in there);;0;0;0
4075;bedauern;;to regret;;0;0;0
4076;bemitleiden;;to pity (er ist zu ~ = he is to be pitied);;0;0;0
4077;eine Menge;;a lot, lots (Ich habe eine Menge zu tun);;0;0;0
4078;Auftritt;der;scene (THEAT), concert (MUS, SHOW);;0;0;0
4079;Löwe(in);der;lion;;0;0;0
4080;Vergewaltiger;der;rapist (estuprador);;0;0;0
4081;Vergewaltigung;die;rape;;0;0;0
4082;beichten;;to confess (jdm etwas);;0;0;0
4083;Spaziergang;der;walk (einen ~ machen = to go for a walk = to take a stroll);;0;0;0
4084;Spaziergänger(in);der;stroller;;0;0;0
4085;Raumschiff;das;spaceship;;0;0;0
4086;streicheln;;to caress (= liebkosen = fazer carinho);;0;0;0
4087;wehen;;to blow (wind), to wave (Fahne);;0;0;0
4088;aufbewahren;;to keep, to preserve;;0;0;0
4089;Aufbewahrung;die;keeping, storage;;0;0;0
4090;ersetzen;;to replace;;0;0;0
4091;verwalten;;to manage, to govern (Provinz);;0;0;0
4092;Verwalter(in);der;administrator;;0;0;0
4093;SchweiB;der;sweat;;0;0;0
4094;tauschen x täuschen;;to exchange, to swap x to be wrong (Sie ~ sich);;0;0;0
4095;Er setzt mich unter Druck;;ele me coloca sobre pressão;;0;0;0
4096;neulich;;recently (neulich abends = the other evening);;0;0;0
4097;duften;;to smell (nach etwas ~ = to smell of sth);;0;0;0
4098;Gerusch;der;smell, odour;;0;0;0
4099;geruchlos;;odourless;;0;0;0
4100;umstoBen;;to knock over (Gegenstand = deixar cair objeto sem quere esbarrando_);;0;0;0
4101;unleserlich;;illegible;;0;0;0
4102;Gedächtnis;das;memory (etwas aus dem ~ hersagen = to recite sth from memory);;0;0;0
4103;Wenn ich den Hörer abnahm, legte die Person sofort  den Hörer auf;;verbos para telefone: abnehmen (atender), auflegen (desligar);;0;0;0
4104;erleichtern;;to make easier, to relieve (= beruhigen), to unburden (Gewissen);;0;0;0
4105;Dazu ein Bier;;para isto (junto com a refeição) uma cerveja;;0;0;0
4106;ausstehen;;(Ich kann ihn nicht ausstehen = I can´t bear him), to bear ;;0;0;0
4107;ertragen;;to bear (das ist nicht mehr zu ~ = it´s unberable);;0;0;0
4108;vertragen;;to stand (aguentar), (sich mit jdm ~ = to get along with sb) (so etwas kann ich nicht ~ = I can´t stand that kind of thing);;0;0;0
4109;Entsetzen;das;horror, terror ([ Erschrecken);;0;0;0
4110;entsetzen;;to horrify (sich über jdm/etwas ~ = to be horrified by sb/sth);;0;0;0
4111;entsetzt;;horrified (über...), in horror;;0;0;0
4112;Wahrzeichen;das;emblem (emblema) (~ von Kassel = pontos turísticos, mais famosos);;0;0;0
4113;Umfeld;das;sorroundings;;0;0;0
4114;Vermögen;das;fortune, property (= Besitz);;0;0;0
4115;Geständnis;das;confession (ein ~ ablegen/machen = to make a confesion);;0;0;0
4116;Betrüger(in);der;cheat (beim Spiel), swindler (caloteiro), defrauder (JUR);;0;0;0
4117;opfern;;to sacrifice, to make a sacrifice (sich oder sein Leben für jdn/etwas opfern);;0;0;0
4118;Opferung;die;sacrifice (= das Opfern;;0;0;0
4119;Lebensgefährte(in);der;partner;;0;0;0
4120;Lebensgefahr;die;mortal danger;;0;0;0
4121;lauten x läuten;;to be (auf den Namen...~ = to be in the name of) x to ring, to go off (Wecker) (es hat geläutet = the bell rang);;0;0;0
4122;jungenhaft;;boyisch (adj);;0;0;0
4123;bis nachher!;;see you later!;;0;0;0
4124;nachher;;afterwards (= danach), later (= später);;0;0;0
4125;erfreuen;;to please (über jdn/etwas erfreut sein = to be pleased about sth/sb) (sich an etwas (DAT) erfreuen = to enjoy sth);;0;0;0
4126;"""Sehr erfreut""";;falar isso quando conhece uma pessoa;;0;0;0
4127;erfreulich;;pleasant;;0;0;0
4128;auslassen;;to miss (a change), to leave out (=weglassen);;0;0;0
4129;misstrauisch;;suspicious, skeptically;;0;0;0
4130;schluchzen;;to sob (soluçar);;0;0;0
4131;Erdboden;der;ground (vom ~ verschwinden = to disappear off the face of the Earth);;0;0;0
4132;aufrufen;;to call (ex: homepage: diese Seite aufgerufen);;0;0;0
4133;Puls;der;pulse (jdm den Puls fühlen = to feel sb's pulse);;0;0;0
4134;strahlen;;to shine (Sonne, Licht...), to gleam, to beam;;0;0;0
4135;Teich;der;lagoa, pond;;0;0;0
4136;Aufenthalt;der;stay, stop or wait (BAHN) (bei Anschluss);;0;0;0
4137;Aufenthalterlaubnis;die;residence permit;;0;0;0
4138;Tagung;die;conference (Tagungshotel = hotel onde será feita a conferência);;0;0;0
4139;Schürze;die;apron (avental de cozinha);;0;0;0
4140;Kurgast;der;patient at a spa, visitor at a spa;;0;0;0
4141;Mehrere Male;;diversas vezes (~ haben sie zusammengearbeitet);;0;0;0
4142;expandieren;;to expand;;0;0;0
4143;ausweichen (+ DAT);;to avoid sth, dizer a mesma coisa em palavras mais leves);;0;0;0
4144;Gastwirtschaft = die Gaststätte;die;restaurant, pub, bar;;0;0;0
4145;Gitter;das;trellis (treliça), grid, bars;;0;0;0
4146;Zustimmung;die;agreement, consent, approval;;0;0;0
4147;Zopf;der;pigtail (= Haartracht = trança de cabelo);;0;0;0
4148;Vollmond;der;full moon (heute ist ~);;0;0;0
4149;Schatten;der;shadow (40 Grad im ~);;0;0;0
4150;hellwach;;wide-wake (Er ist ~);;0;0;0
4151;ist eine Sache... Das ist eine andere Sache...;das;this is one thing, that is another thing;;0;0;0
4152;schläfrig;;sleepy;;0;0;0
4153;Gefallen x der Gefallen;das;pleasure (en etwas (DAT) ~ finden) x favour (jdn um einen ~ bitten);;0;0;0
4154;Aufführung;die;performance (de Teatro);;0;0;0
4155;barfuB, barfüBig;;barefooted;;0;0;0
4156;ahnen;;to foresee, to have a premonition of, to suspect, (vermuten);;0;0;0
4157;ähneln;;to resemble (scih oder einander ~ = to be alike oder similar);;0;0;0
4158;Sie ist auBer sich!;;ela está fora de si!;;0;0;0
4159;Safe;der;cofre;;0;0;0
4160;erben;;to inherit (von);;0;0;0
4161;Erbstück;das;peça de herança (heirloom);;0;0;0
4162;Scham;die;shame (ohne ~);;0;0;0
4163;schämen;;to be ashamed (du solltest dich ~!);;0;0;0
4164;Ausschnitt;der;cutting (Zeitungs~), detail (aus einem Bild), clip (aus einem Film);;0;0;0
4165;frustrieren;;to frustrate;;0;0;0
4166;verschränken;;to cross over, to fold (Arme) (~ die Arme hinter ihrem Kopf);;0;0;0
4167;Gipfel;der;peak (= Bergspitze), summit;;0;0;0
4168;Kutsche;die;charrete, jalopy;;0;0;0
4169;bergab x bergauf;;downhill x uphill (bergaufwärts);;0;0;0
4170;vorwärts x rückwärts;;forwards and backwards;;0;0;0
4171;konzentrieren;;to concentrate (auf + AKK);;0;0;0
4172;Dummheit;die;stupidity;;0;0;0
4173;"""Alle Achtung""";;todo o respeito;;0;0;0
4174;so schnell wie möglich;;tão rápido quanto possível;;0;0;0
4175;Felsen;der;Rock (pedra grande);;0;0;0
4176;erwerben;;to acquire, to earn (Vertrauen);;0;0;0
4177;Treibstoff;der;fuel;;0;0;0
4178;undenkbar;;inconceivable;;0;0;0
4179;Anführer(in);der;leader;;0;0;0
4180;erfassen;;to catch, to grasp, to capture (Daten);;0;0;0
4181;Erfassung;die;registration, recording, capture (von Daten);;0;0;0
4182;Krawall;der;riot (tumulto, arruaça), (~ machen);;0;0;0
4183;ausrücken;;to move out (MIL);;0;0;0
4184;Bilanz;die;balance (HANDEL), balance sheet (= Abrechnung);;0;0;0
4185;bekanntlich;;conhecidamente (~ gibt es = it is known that there are...);;0;0;0
4186;anrempeln;;to jostle (absichtlich) = (empurrar deliberadamente = com intenção);;0;0;0
4187;Verflixt!;;Blow! Darn! (Maldito! Praga!);;0;0;0
4188;fix und fertig sein;;estar exausto, to be at the end of one´s rope;;0;0;0
4189;trösten;;to comfort (jdn/sich mit etwas ~ = to console sb/oneself with sth);;0;0;0
4190;Vorrat;der;stock (HANDEL), reserves;;0;0;0
4191;blättern;;(in etwas ~ = to leaf oder flick trhough sth);;0;0;0
4192;Auftreten;das;appearance (= Erscheinen);;0;0;0
4193;auftreten;;to appear;;0;0;0
4194;Schreck;der;fright (medo) (einen ~ bekommen = to get a fright);;0;0;0
4195;Atmosphäre;die;atmosphere;;0;0;0
4196;bescheiden (adj);;modest, modestly;;0;0;0
4197;woanders (Adv);;somewhere else;;0;0;0
4198;Klappe halten;die;den Mund halten = calar a boca, nichts sagen, schweigen;;0;0;0
4199;zubleiben;;to stay shut;;0;0;0
4200;Rutsch;der;slip, fall (Erdrutsch = landslide) (guten ~ ! = have a good New year);;0;0;0
4201;umwerfen;;to knock over (Gegenstand), derrubar algum objeto sem querer;;0;0;0
4202;schwatzen;;to talk, to chatter, to gossip;;0;0;0
4203;stöhnen;;to groan;;0;0;0
4204;heulen;;to roar, to scream, to howl (heule wie ein Schlosshund);;0;0;0
4205;zustimmen = annehmen;;to agree = to accept, to assume;;0;0;0
4206;werben x bewerben;;to recruit, to advertise x to apply (um = for);;0;0;0
4207;sich ärgern... (qual Prep?);;(über) to get annoyed, angry;;0;0;0
4208;Angst haben... (qual Prep?);;(vor) werry, fear of;;0;0;0
4209;Freude haben... (qual Prep?);;(an) ter alegria em;;0;0;0
4210;sich freuen ....;;(auf) se alegrar com;;0;0;0
4211;sich aufregen....;;(über) agitado, nervoso;;0;0;0
4212;denke....;;(an) pensar em;;0;0;0
4213;Problem haben....;;(mit) ter problema com;;0;0;0
4214;(nicht) verzichten können...;;(auf)  não poder viver sem;;0;0;0
4215;sich gerne/nicht gerne erinnern...;;(an)  lembrar de;;0;0;0
4216;träumen...;;(von)  sonhar com;;0;0;0
4217;achten müssen...;;(auf) prestar atenção em;;0;0;0
4218;Geste;die;gesture (gestos);;0;0;0
4219;Selber Schuld!;;problema seu, culpa sua;;0;0;0
4220;weiterleiten;;to pass on (an = to), to forward;;0;0;0
4221;vollkommen;;perfect, complete, completely;;0;0;0
4222;brummen;;to buzz (insekt);;0;0;0
4223;lässt zu wünschen übrig...;;deixa a desejar... (serviço);;0;0;0
4224;gibt meinem Leben Sinn!;Das;Isto dá sentido à minha vida;;0;0;0
4225;anhängen;;to attach (an) (ex: e-mail), to add;;0;0;0
4226;Anhänger;der;supporter;;0;0;0
4227;vereinbaren;;to agree (ZEIT), to arrange (ex: dia para se encontrar));;0;0;0
4228;vereinen;;to unite, to join together;;0;0;0
4229;vereinfachen;;to simplify;;0;0;0
4230;Währung;die;currency;;0;0;0
4231;entsprechen;;to correspond to;;0;0;0
4232;gutschreiben x belasten (KONTO);;to credit (DAT) x to charge, to debit;;0;0;0
4233;Clou;der;(whole) point, highlight (Ex: Der Clou: ....);;0;0;0
4234;hüten;;to look after (kinder ~);;0;0;0
4235;dessen;;whose, of which (Relativ prononom);;0;0;0
4236;etwas in Anspruch nehmen;;to claim sth;;0;0;0
4237;an Bedeutung gewinnen;;ganhar um significado;;0;0;0
4238;zur Verfügung stehen;;to be at disposable (estar à disposição);;0;0;0
4239;zur Verfügung stellen;;colocar à disposição;;0;0;0
4240;über etwas Gedanken machen;;to think about sth, to worry about sth;;0;0;0
4241;eine Entscheidung treffen;;to make a decision;;0;0;0
4242;gemeinnützig;;of benefit to the public, charitable;;0;0;0
4243;Auskunft geben;;dar informação;;0;0;0
4244;jeweilig;;respective;;0;0;0
4245;Schädling;der;pest (que ataca plantação, por exemplo);;0;0;0
4246;Statt im Stau zu stehen, lese ich gemütlich in der Bahn meine Zeitung;;...;;0;0;0
4247;beneiden;;to envy;;0;0;0
4248;schädlich;;harmful, damaging;;0;0;0
4249;Zeichentrickfilm;der;(animated) cartoon;;0;0;0
4250;Ansager(in);der;announcer (Radio);;0;0;0
4251;Vorbild;das;model, example (Eltern sind ein schlechtes Vorbild);;0;0;0
4252;Umfrage;die;survey, poll;;0;0;0
4253;Weise;die;way (auf diese Weise = in this way);;0;0;0
4254;abschaffen;;to abolish, to get rid of;;0;0;0
4255;Kreide;die;chalk (giz de cera);;0;0;0
4256;aufregend;;exciting;;0;0;0
4257;Widerstand;der;resistance, opposition, resistor (ELEK);;0;0;0
4258;Umstand;der;circumstance;;0;0;0
4259;ansprechend;;pleasant, attractive (ex: Book);;0;0;0
4260;vielversprechend;;promising;;0;0;0
4261;verwirren;;to confuse;;0;0;0
4262;grausam;;cruel, terrible, cruelly, terribly;;0;0;0
4263;Graumsamkeit;die;cruelty, atrocity;;0;0;0
4264;Strippe;die;phone (= Telefonleitung), string;;0;0;0
4265;Schleife;die;loop, knot (laço, nó);;0;0;0
4266;Fazit;das;(das Fazit war = ... On balance/in summary the result was);;0;0;0
4267;Abgabetermin;der;deadline, closing date;;0;0;0
4268;mailen;;to e-mail (IT);;0;0;0
4269;wundert mich nicht;das;isso não me surpreende;;0;0;0
4270;Jura;;(law (Universidade);;0;0;0
4271;Reiz;der;stimulus (PSY), attraction, appeal, charm;;0;0;0
4272;Wachstum;das;growth;;0;0;0
4273;Umsatz;der;turnover;;0;0;0
4274;beteiligen... (+DAT);;to participate;;0;0;0
4275;Trauung;die;wedding;;0;0;0
4276;Vermählung;die;marriage (Formal);;0;0;0
4277;vermählen;;to marry;;0;0;0
4278;Braut;die;bride (esposa);;0;0;0
4279;verdauen;;to digest;;0;0;0
4280;Trauzeuge (in);der;witness (at marriage ceremony);;0;0;0
4281;festlich;;festive, festively;;0;0;0
4282;Makler(in);der;broker, agent;;0;0;0
4283;Anlass;der;occasion (für jeden ~);;0;0;0
4284;vereinbar;;compatible, consistent;;0;0;0
4285;Erst die Arbeit, dann das Vergnügen;;primeiro o trabalho, depois o prazer, diversão;;0;0;0
4286;erstatten;;to refund;;0;0;0
